Categoria,Producto,Marca,Cantidad,Unidad,Precio,Establecimiento,Direccion,De partamento,Municipio,Fecha Sondeo
Misceláneos,"Resma de Papel Bond tamaño Carta, Base 20",Sin Marca,1,Unidades,$5.50,"Librería Española, Av. España","Av. España Edificio Kauders N° 117, Local 3, San Salvador.",San Salvador,San Salvador,5/1/2018
Misceláneos,"Resma de Papel Bond tamaño Carta, Base 20",Sin Marca,1,Unidades,$5.50,"Librería Española, Unicentro",Centro Comercial Unicentro Local 12 Soyapango,San Salvador,Soyapango,5/1/2018
Misceláneos,"Resma de Papel Bond tamaño Carta, Base 20",Sin Marca,1,Unidades,$3.50,Libreria Karlita Ahuachapan,4a Calle Poniente numero 1- 14 A Ahuachapan ,Ahuachapan,Ahuachapan,5/1/2018
Misceláneos,"Resma de Papel Bond tamaño Carta, Base 20",Sin Marca,1,Unidades,$3.75,"Librería Karlita, Chalchuapa",2a Calle Oriente No 11 Barrio Las Ánimas,Santa Ana,Chalchuapa,5/1/2018
Misceláneos,"Resma de Papel Bond tamaño Carta, Base 20",Sin Marca,1,Unidades,$4.00,Librería La Nueva Centroamericana,6a Avenida Norte No 119,San Salvador,San Salvador,5/1/2018
Misceláneos,"Resma de Papel Bond tamaño Carta, Base 20",Sin Marca,1,Unidades,$4.70,Librería Latinoamericana,"Centro Comercial Plaza Mundo, Local N° 36, Soyapango",San Salvador,Soyapango,5/1/2018
Misceláneos,"Resma de Papel Bond tamaño Carta, Base 20",Sin Marca,1,Unidades,$3.90,"Librería Matías Delgado, 2a av sur","2a Avenida Sur, Local N° 202, Barrio El Calvario, San Miguel.",San Miguel,San Miguel,5/1/2018
Misceláneos,"Resma de Papel Bond tamaño Carta, Base 20",Sin Marca,1,Unidades,$4.70,Librería Medalla Milagrosa,"2a Avenida Sur No 303, Barrio El Calvario, San Miguel",San Miguel,San Miguel,5/1/2018
Misceláneos,"Resma de Papel Bond tamaño Carta, Base 20",Sin Marca,1,Unidades,$3.99,Librería Moderna Suc. Paseo,"Cond. Balam Quitze, local 15 A-C",San Salvador,San Salvador,5/1/2018
Misceláneos,"Resma de Papel Bond tamaño Carta, Base 20",Sin Marca,1,Unidades,$4.41,"Librería Nuevo Mundo, 1a Calle Oriente",1a Calle Oriente N° 117,San Salvador,San Salvador,5/1/2018
Misceláneos,"Resma de Papel Bond tamaño Carta, Base 20",Sin Marca,1,Unidades,$4.90,"Librería Nuevo Mundo, Plaza Soyapango",Boulevard del Ejército Plaza Soyapango II Local #9,San Salvador,Soyapango,5/1/2018
Misceláneos,"Resma de Papel Bond tamaño Carta, Base 20",Sin Marca,1,Unidades,$4.50,"Librería San Rey, Sucursal Centro",4a Avenida Norte N° 210,San Salvador,San Salvador,5/1/2018
